particle	component	position_label	corruption_mode	eval_mode	target_type	top_k	site_set_type	effect_score_mean	effect_score_mean_ci_low	effect_score_mean_ci_high	method	run_label	run_label_pretty	run_dir	effect_score_original_mean	effect_score_original_ci_low	effect_score_original_ci_high	metric_sign_convention
just	resid	utterance_final	prompt_without	necessity	generated	10	localized	-0.0193845302715917	-0.023638063680008	-0.0151309968631755	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	0.0193845302715917	0.0151309968631755	0.023638063680008	patched_minus_baseline
just	resid	utterance_final	prompt_without	necessity	generated	10	random_mean	-0.0055657409670302	-0.0081191188717416	-0.0030123630623187	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	0.0055657409670302	0.0030123630623187	0.0081191188717416	patched_minus_baseline
just	resid	utterance_final	prompt_without	necessity	gold	1	localized	-0.0031179406739629	-0.0058760892950832	-0.0003597920528426	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	0.0031179406739629	0.0003597920528426	0.0058760892950832	patched_minus_baseline
just	resid	utterance_final	prompt_without	necessity	gold	1	random_mean	-0.0018628047599849	-0.0030553986648155	-0.0006702108551542	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	0.0018628047599849	0.0006702108551542	0.0030553986648155	patched_minus_baseline
just	resid	utterance_final	prompt_without	necessity	gold	3	localized	-0.0036119314932001	-0.006536060202415	-0.0006878027839851	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	0.0036119314932001	0.0006878027839851	0.006536060202415	patched_minus_baseline
just	resid	utterance_final	prompt_without	necessity	gold	3	random_mean	-0.0011569896551496	-0.002613838947255	0.0002998596369557	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	0.0011569896551496	-0.0002998596369557	0.002613838947255	patched_minus_baseline
just	resid	utterance_final	prompt_without	necessity	gold	5	localized	-0.0030455937706936	-0.0064379734662767	0.0003467859248894	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	0.0030455937706936	-0.0003467859248894	0.0064379734662767	patched_minus_baseline
just	resid	utterance_final	prompt_without	necessity	gold	5	random_mean	-0.0019084009768965	-0.0040394324221708	0.0002226304683776	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	0.0019084009768965	-0.0002226304683776	0.0040394324221708	patched_minus_baseline
just	resid	utterance_final	prompt_without	necessity	gold	10	localized	-0.0040730063782522	-0.0085417375313033	0.0003957247747987	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	0.0040730063782522	-0.0003957247747987	0.0085417375313033	patched_minus_baseline
just	resid	utterance_final	prompt_without	necessity	gold	10	random_mean	-0.0019909637423912	-0.003630349567366	-0.0003515779174164	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	0.0019909637423912	0.0003515779174164	0.003630349567366	patched_minus_baseline
only	attn	utterance_final	prompt_without	necessity	generated	1	localized	-0.001640795905869	-0.0022623276727175	-0.0010192641390205	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/only	0.001640795905869	0.0010192641390205	0.0022623276727175	patched_minus_baseline
only	attn	utterance_final	prompt_without	necessity	generated	1	random_mean	-0.0001730276345136	-0.0002877027908884	-5.8352478138733074e-05	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/only	0.0001730276345136	5.8352478138733074e-05	0.0002877027908884	patched_minus_baseline
only	attn	utterance_final	prompt_without	necessity	generated	3	localized	-0.0035785966688993	-0.0041988693683296	-0.002958323969469	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/only	0.0035785966688993	0.002958323969469	0.0041988693683296	patched_minus_baseline
only	attn	utterance_final	prompt_without	necessity	generated	3	random_mean	-0.0003218263726156	-0.0004930981621508	-0.0001505545830804	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/only	0.0003218263726156	0.0001505545830804	0.0004930981621508	patched_minus_baseline
only	attn	utterance_final	prompt_without	necessity	generated	5	localized	-0.0061163847833708	-0.0061709896810809	-0.0060617798856607	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/only	0.0061163847833708	0.0060617798856607	0.0061709896810809	patched_minus_baseline
only	attn	utterance_final	prompt_without	necessity	generated	5	random_mean	-0.00078680029188	-0.0011507640564908	-0.0004228365272692	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/only	0.00078680029188	0.0004228365272692	0.0011507640564908	patched_minus_baseline
only	attn	utterance_final	prompt_without	necessity	generated	10	localized	-0.0111250279719172	-0.0112237972634224	-0.0110262586804121	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/only	0.0111250279719172	0.0110262586804121	0.0112237972634224	patched_minus_baseline
only	attn	utterance_final	prompt_without	necessity	generated	10	random_mean	-0.0007056198621977	-0.0007773389852988	-0.0006339007390966	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/only	0.0007056198621977	0.0006339007390966	0.0007773389852988	patched_minus_baseline
only	attn	utterance_final	prompt_without	necessity	gold	1	localized	0.0008895332749821	0.00029615237158	0.0014829141783842	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/only	-0.0008895332749821	-0.0014829141783842	-0.00029615237158	patched_minus_baseline
only	attn	utterance_final	prompt_without	necessity	gold	1	random_mean	0.0002744591206197	0.0001839103921087	0.0003650078491306	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/only	-0.0002744591206197	-0.0003650078491306	-0.0001839103921087	patched_minus_baseline
only	attn	utterance_final	prompt_without	necessity	gold	3	localized	0.0012277934187733	0.000899344017842	0.0015562428197046	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/only	-0.0012277934187733	-0.0015562428197046	-0.000899344017842	patched_minus_baseline
only	attn	utterance_final	prompt_without	necessity	gold	3	random_mean	0.0002268429333273	8.293659511216893e-05	0.0003707492715426	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/only	-0.0002268429333273	-0.0003707492715426	-8.293659511216893e-05	patched_minus_baseline
only	attn	utterance_final	prompt_without	necessity	gold	5	localized	0.0007145517660954	-0.0006467047597405	0.0020758082919314	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/only	-0.0007145517660954	-0.0020758082919314	0.0006467047597405	patched_minus_baseline
only	attn	utterance_final	prompt_without	necessity	gold	5	random_mean	-0.0004391111934004	-0.0010856548261861	0.0002074324393853	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/only	0.0004391111934004	-0.0002074324393853	0.0010856548261861	patched_minus_baseline
only	attn	utterance_final	prompt_without	necessity	gold	10	localized	-0.0027788380480137	-0.0030381629575715	-0.0025195131384559	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/only	0.0027788380480137	0.0025195131384559	0.0030381629575715	patched_minus_baseline
only	attn	utterance_final	prompt_without	necessity	gold	10	random_mean	0.0001485845636619	9.88758136000023e-05	0.0001982933137238	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/only	-0.0001485845636619	-0.0001982933137238	-9.88758136000023e-05	patched_minus_baseline
only	mlp	utterance_final	prompt_without	necessity	generated	1	localized	-0.0012140341933365	-0.0015446454631297	-0.0008834229235434	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/only	0.0012140341933365	0.0008834229235434	0.0015446454631297	patched_minus_baseline
only	mlp	utterance_final	prompt_without	necessity	generated	1	random_mean	-0.0001480964978593	-0.0003516290737753	5.543607805658417e-05	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/only	0.0001480964978593	-5.543607805658417e-05	0.0003516290737753	patched_minus_baseline
only	mlp	utterance_final	prompt_without	necessity	generated	3	localized	-0.0014379780983599	-0.0018376524895966	-0.0010383037071231	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/only	0.0014379780983599	0.0010383037071231	0.0018376524895966	patched_minus_baseline
only	mlp	utterance_final	prompt_without	necessity	generated	3	random_mean	-0.0001758752942959	-0.0003556463293437	3.895740751881663e-06	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/only	0.0001758752942959	-3.895740751881663e-06	0.0003556463293437	patched_minus_baseline
only	mlp	utterance_final	prompt_without	necessity	generated	5	localized	-0.0014134398964938	-0.0014862563620545	-0.001340623430933	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/only	0.0014134398964938	0.001340623430933	0.0014862563620545	patched_minus_baseline
only	mlp	utterance_final	prompt_without	necessity	generated	5	random_mean	-0.0003473400319012	-0.0004571694400454	-0.000237510623757	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/only	0.0003473400319012	0.000237510623757	0.0004571694400454	patched_minus_baseline
only	mlp	utterance_final	prompt_without	necessity	generated	10	localized	-0.0019514785803078	-0.0026299114372909	-0.0012730457233248	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/only	0.0019514785803078	0.0012730457233248	0.0026299114372909	patched_minus_baseline
only	mlp	utterance_final	prompt_without	necessity	generated	10	random_mean	-0.0007581793149977	-0.0017877421369619	0.0002713835069664	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/only	0.0007581793149977	-0.0002713835069664	0.0017877421369619	patched_minus_baseline
only	mlp	utterance_final	prompt_without	necessity	gold	1	localized	-0.0002174841697829	-0.0003811187123182	-5.384962724772624e-05	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/only	0.0002174841697829	5.384962724772624e-05	0.0003811187123182	patched_minus_baseline
only	mlp	utterance_final	prompt_without	necessity	gold	1	random_mean	-1.054412052076958e-05	-0.0002314942875547	0.0002104060465132	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/only	1.054412052076958e-05	-0.0002104060465132	0.0002314942875547	patched_minus_baseline
only	mlp	utterance_final	prompt_without	necessity	gold	3	localized	-0.001994546372886	-0.0024039393622213	-0.0015851533835507	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/only	0.001994546372886	0.0015851533835507	0.0024039393622213	patched_minus_baseline
only	mlp	utterance_final	prompt_without	necessity	gold	3	random_mean	-0.0007043918093318	-0.0009111662972822	-0.0004976173213813	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/only	0.0007043918093318	0.0004976173213813	0.0009111662972822	patched_minus_baseline
only	mlp	utterance_final	prompt_without	necessity	gold	5	localized	-0.001711564817848	-0.001926559731585	-0.001496569904111	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/only	0.001711564817848	0.001496569904111	0.001926559731585	patched_minus_baseline
only	mlp	utterance_final	prompt_without	necessity	gold	5	random_mean	-0.000880041360628	-0.0015380188354145	-0.0002220638858416	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/only	0.000880041360628	0.0002220638858416	0.0015380188354145	patched_minus_baseline
only	mlp	utterance_final	prompt_without	necessity	gold	10	localized	-0.0028364168113885	-0.0046590842330568	-0.0010137493897201	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/only	0.0028364168113885	0.0010137493897201	0.0046590842330568	patched_minus_baseline
only	mlp	utterance_final	prompt_without	necessity	gold	10	random_mean	-0.0003103428414055	-0.0010770466624566	0.0004563609796456	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/only	0.0003103428414055	-0.0004563609796456	0.0010770466624566	patched_minus_baseline
only	resid	utterance_final	prompt_without	necessity	generated	1	localized	-0.0042077184259083	-0.0051010096623675	-0.0033144271894492	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/only	0.0042077184259083	0.0033144271894492	0.0051010096623675	patched_minus_baseline
only	resid	utterance_final	prompt_without	necessity	generated	1	random_mean	-0.0011137552829306	-0.0014622643470415	-0.0007652462188197	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/only	0.0011137552829306	0.0007652462188197	0.0014622643470415	patched_minus_baseline
only	resid	utterance_final	prompt_without	necessity	generated	3	localized	-0.0076262757368597	-0.0081039134028335	-0.0071486380708859	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/only	0.0076262757368597	0.0071486380708859	0.0081039134028335	patched_minus_baseline
only	resid	utterance_final	prompt_without	necessity	generated	3	random_mean	-0.0028580473930049	-0.0035422594563428	-0.002173835329667	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/only	0.0028580473930049	0.002173835329667	0.0035422594563428	patched_minus_baseline
only	resid	utterance_final	prompt_without	necessity	generated	5	localized	-0.0103701834559109	-0.0103722748319532	-0.0103680920798686	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/only	0.0103701834559109	0.0103680920798686	0.0103722748319532	patched_minus_baseline
only	resid	utterance_final	prompt_without	necessity	generated	5	random_mean	-0.0033430753405746	-0.0044225506768685	-0.0022636000042806	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/only	0.0033430753405746	0.0022636000042806	0.0044225506768685	patched_minus_baseline
only	resid	utterance_final	prompt_without	necessity	generated	10	localized	-0.0120378897449635	-0.0125793786190108	-0.0114964008709162	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/only	0.0120378897449635	0.0114964008709162	0.0125793786190108	patched_minus_baseline
only	resid	utterance_final	prompt_without	necessity	generated	10	random_mean	-0.0026675317175364	-0.0031168861330222	-0.0022181773020506	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/only	0.0026675317175364	0.0022181773020506	0.0031168861330222	patched_minus_baseline
only	resid	utterance_final	prompt_without	necessity	gold	1	localized	-0.0013379305382208	-0.0021879385292792	-0.0004879225471624	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/only	0.0013379305382208	0.0004879225471624	0.0021879385292792	patched_minus_baseline
only	resid	utterance_final	prompt_without	necessity	gold	1	random_mean	-0.0002846163886714	-0.0003337281641058	-0.0002355046132369	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/only	0.0002846163886714	0.0002355046132369	0.0003337281641058	patched_minus_baseline
only	resid	utterance_final	prompt_without	necessity	gold	3	localized	-0.0012043494123186	-0.0012341508750223	-0.0011745479496149	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/only	0.0012043494123186	0.0011745479496149	0.0012341508750223	patched_minus_baseline
only	resid	utterance_final	prompt_without	necessity	gold	3	random_mean	-0.0034745601001732	-0.0052720718636567	-0.0016770483366898	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/only	0.0034745601001732	0.0016770483366898	0.0052720718636567	patched_minus_baseline
only	resid	utterance_final	prompt_without	necessity	gold	5	localized	-0.0036729431465262	-0.0043813107923352	-0.0029645755007173	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/only	0.0036729431465262	0.0029645755007173	0.0043813107923352	patched_minus_baseline
only	resid	utterance_final	prompt_without	necessity	gold	5	random_mean	-0.0023771690417051	-0.0040826791643943	-0.000671658919016	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/only	0.0023771690417051	0.000671658919016	0.0040826791643943	patched_minus_baseline
only	resid	utterance_final	prompt_without	necessity	gold	10	localized	-0.0047366045783904	-0.0062414546913534	-0.0032317544654274	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/only	0.0047366045783904	0.0032317544654274	0.0062414546913534	patched_minus_baseline
only	resid	utterance_final	prompt_without	necessity	gold	10	random_mean	-0.0020360301557127	-0.0022544115930415	-0.0018176487183839	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/only	0.0020360301557127	0.0018176487183839	0.0022544115930415	patched_minus_baseline
